municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
ARACOIABA;230120801C;CE;ARACOIABA;-38,751152;-4,483625;2017-01-09 12:20:00.0;0,20;
ARACOIABA;230120801C;CE;ARACOIABA;-38,751152;-4,483625;2017-01-09 12:30:00.0;0,00;
